focal_species	other_species	ortholog_number	focal_transcript	other_transcript	dN	dS	dN/dS	focal_gene_ID	LFC_abdomen	FDR_pval_abdomen	LFC_head+thorax	FDR_pval_head+thorax	level_most_dist_ortholog	orthogroup_ID	pos_sel
C_maculatus	B_siliquastri	68	g1512.t1	BRAKERILHT00000017120	0.0154	0.6335	0.024309392265193373	g1512	0.719266746519886	6.562541706387929e-11	-0.107198357834529	0.444458277012692	5	978	False
C_maculatus	B_siliquastri	249	g1545.t1	BRAKERILHT00000018004	0.0269	0.6352	0.042348866498740555	g1545	-1.79425583110863	6.80091288566852e-64	-0.537239232081561	1.11454366530477e-06	5	1047	False
C_maculatus	B_siliquastri	95	g1602.t1	BRAKERILHT00000017735	0.0665	0.7268	0.0914969730324711	g1602	-0.869978253385206	0.0315291983675358	-1.27488861696811	0.0103758793502163	5	994	False
C_maculatus	B_siliquastri	148	g1659.t1	BRAKERILHT00000017631	0.0154	0.6491	0.02372515791095363	g1659	0.972024780904072	3.61147142856438e-07	-0.256293179369791	0.240314768092331	5	987	False
C_maculatus	B_siliquastri	311	g1504.t1	BRAKERILHT00000017663	0.0071	0.3845	0.01846553966189857	g1504	0.352146299684326	0.0038101463229519	-0.371448912891794	0.0036722307147266	5	1005	False
C_maculatus	B_siliquastri	354	g1397.t1	BRAKERILHT00000017431	0.0394	0.5114	0.07704341024638248	g1397	0.346282204809526	0.0031069405572669	0.177981000315001	0.248384806829339	5	883	False
C_maculatus	B_siliquastri	130	g1436.t1	BRAKERILHT00000017554	0.0977	1.0445	0.09353757778841551	g1436	2.21847130579971	1.58362323217537e-119	-0.0163566991664706	0.899735775448626	5	811	False
C_maculatus	B_siliquastri	10	g7466.t1	BRAKERILHT00000017029	0.0484	0.8889	0.0544493193835077	g7466	0.651359248352321	0.0148358296569315	2.26216939081698	9.69080108994949e-16	4	952	False
C_maculatus	B_siliquastri	188	g1668.t1	BRAKERILHT00000017255	0.0255	0.5166	0.04936120789779327	g1668	1.8824292539357	5.85858231327137e-47	0.128210884479312	0.463484770964439	5	877	False
C_maculatus	B_siliquastri	231	g1469.t1	BRAKERILHT00000016988	0.0299	0.6312	0.047370088719898604	g1469	0.399387031410487	3.07030545460317e-05	-0.13563776165439	0.231391139170935	5	1026	False
C_maculatus	B_siliquastri	308	g1499.t2	BRAKERILHT00000017311	0.0279	0.7866	0.03546910755148742	g1499	-0.294057104465483	0.0094271549909511	-0.592206322059929	6.83966231074223e-07	5	944	False
C_maculatus	B_siliquastri	250	g1544.t1	BRAKERILHT00000017202	0.1228	0.6297	0.19501349849134508	g1544	-0.598219803389781	1.71452882776392e-12	-0.29521244957794	0.001573618597614	5	1048	False
C_maculatus	B_siliquastri	34	g1583.t1	BRAKERILHT00000017507	0.0485	0.6855	0.07075127644055434	g1583	-0.208167085619304	0.0247330033383336	0.176507169117562	0.110545813847305	5	867	False
C_maculatus	B_siliquastri	71	g1628.t1	BRAKERILHT00000017765	0.0385	0.3879	0.09925238463521525	g1628	1.38746250289709	8.52133069456757e-26	1.01116678836325	1.48829474580883e-13	5	936	False
C_maculatus	B_siliquastri	151	g2884.t1	BRAKERILHT00000017973	0.0049	0.6327	0.0077445866919551125	g2884	0.0534761682337996	0.680224766755381	0.165075737862279	0.287939553195386	5	850	False
C_maculatus	B_siliquastri	114	g1613.t1	BRAKERILHT00000017634	0.0661	0.5956	0.11098052384150438	g1613	-0.421863110257627	5.86839158812204e-05	-0.0144333233439428	0.924744476526281	5	1000	False
C_maculatus	B_siliquastri	129	g1437.t1	BRAKERILHT00000018003	0.1417	0.9605	0.14752732951587713	g1437	1.1422965380717	7.89409513181934e-05	-0.251194600235539	0.478742309127683	5	780	True
C_maculatus	B_siliquastri	228	g2865.t1	BRAKERILHT00000017848	0.1179	0.8782	0.13425187884308815	g2865	-2.19672638293897	7.2936139701782e-21	-1.25809196460756	0.0001213169763162	4	903	False
C_maculatus	B_siliquastri	191	g1524.t1	BRAKERILHT00000017059	0.0183	0.4172	0.043863854266538826	g1524	-0.99966648773307	1.68933444006689e-08	-1.00624259049327	2.51146734204599e-10	5	886	False
C_maculatus	B_siliquastri	335	g1720.t1	BRAKERILHT00000017459	0.1176	0.6172	0.19053791315618923	g1720	0.802267851402123	4.6432822297275e-15	-0.485232974534933	8.24704055735372e-06	5	1034	False
C_maculatus	B_siliquastri	370	g1451.t1	BRAKERILHT00000017918	0.064	1.2795	0.050019538882375925	g1451	0.249980624013812	0.0099001873324905	-0.0962895453742206	0.402020286388725	5	973	True
C_maculatus	B_siliquastri	193	g1522.t2	BRAKERILHT00000017331	0.0483	0.8067	0.0598735589438453	g1522	2.02650855368292	3.94087717696449e-21	0.700327445780345	0.0233645410621087	4	885	False
C_maculatus	B_siliquastri	292	g2927.t1	BRAKERILHT00000017948	0.0691	0.5584	0.12374641833810887	g2927	-0.394003697992253	0.107968475713872	-0.146509503174837	0.620005259504249	3	859	False
